airport_depart,airport_arrive,airline,num_layovers
IND,MSP,Delta Air Lines,0
IND,RDU,Delta Air Lines,0
IND,RSW,Delta Air Lines,0
IND,SLC,Delta Air Lines,0
IND,TPA,Delta Air Lines,0
INL,BRD,Delta Air Lines,0
INL,MSP,Delta Air Lines,0
ISN,MSP,Delta Air Lines,0
ITH,DTW,Delta Air Lines,0
JAC,SLC,Delta Air Lines,0
JAX,CVG,Delta Air Lines,0
JAX,DTW,Delta Air Lines,0
JAX,LGA,Delta Air Lines,0
JAX,MSP,Delta Air Lines,0
JFK,DTW,Delta Air Lines,0
JFK,MSP,Delta Air Lines,0
JFK,PHL,Delta Air Lines,0
JFK,RIC,Delta Air Lines,0
JFK,SAT,Delta Air Lines,0
JFK,SDF,Delta Air Lines,0
JFK,STL,Delta Air Lines,0
LAN,DTW,Delta Air Lines,0
LAN,MSP,Delta Air Lines,0
LAS,CVG,Delta Air Lines,0
LAS,DTW,Delta Air Lines,0
LAS,MCO,Delta Air Lines,0
LAS,MEM,Delta Air Lines,0
LAS,MSP,Delta Air Lines,0
LAS,RDU,Delta Air Lines,0
LAS,SLC,Delta Air Lines,0
LAX,CVG,Delta Air Lines,0
LAX,DTW,Delta Air Lines,0
LAX,GEG,Delta Air Lines,0
LAX,MCI,Delta Air Lines,0
LAX,MEM,Delta Air Lines,0
LAX,OAK,Delta Air Lines,0
LAX,TPA,Delta Air Lines,0
LEX,DCA,Delta Air Lines,0
LEX,DTW,Delta Air Lines,0
LEX,LGA,Delta Air Lines,0
LEX,MSP,Delta Air Lines,0
LGA,BGR,Delta Air Lines,0
LGA,BHM,Delta Air Lines,0
LGA,BTV,Delta Air Lines,0
LGA,BUF,Delta Air Lines,0
LGA,CAE,Delta Air Lines,0
LGA,CHS,Delta Air Lines,0
LGA,CLE,Delta Air Lines,0
LGA,CVG,Delta Air Lines,0
LGA,DEN,Delta Air Lines,0
LGA,DSM,Delta Air Lines,0
LGA,EYW,Delta Air Lines,0
LGA,GRR,Delta Air Lines,0
LGA,GSP,Delta Air Lines,0
LGA,IAH,Delta Air Lines,0
LGA,IND,Delta Air Lines,0
LGA,JAX,Delta Air Lines,0
LGA,LEX,Delta Air Lines,0
LGA,MCI,Delta Air Lines,0
LGA,MEM,Delta Air Lines,0
LGA,MHT,Delta Air Lines,0
LGA,MKE,Delta Air Lines,0
LGA,MSN,Delta Air Lines,0
LGA,MSP,Delta Air Lines,0
LGA,MYR,Delta Air Lines,0
LGA,OMA,Delta Air Lines,0
LGA,PWM,Delta Air Lines,0
LGA,ROC,Delta Air Lines,0
LGA,SAV,Delta Air Lines,0
LGA,SYR,Delta Air Lines,0
LIT,DTW,Delta Air Lines,0
LNK,MSP,Delta Air Lines,0
LSE,MSP,Delta Air Lines,0
LWS,SLC,Delta Air Lines,0
MBS,DTW,Delta Air Lines,0
MBS,MSP,Delta Air Lines,0
MCI,CVG,Delta Air Lines,0
MCI,DTW,Delta Air Lines,0
MCI,LAX,Delta Air Lines,0
MCI,LGA,Delta Air Lines,0
MCI,MCO,Delta Air Lines,0
MCI,MEM,Delta Air Lines,0
MCI,MSP,Delta Air Lines,0
MCI,SLC,Delta Air Lines,0
MCO,BHM,Delta Air Lines,0
MCO,BNA,Delta Air Lines,0
MCO,CMH,Delta Air Lines,0
MCO,CVG,Delta Air Lines,0
MCO,DTW,Delta Air Lines,0
MCO,GRR,Delta Air Lines,0
MCO,IND,Delta Air Lines,0
MCO,LAS,Delta Air Lines,0
MCO,MCI,Delta Air Lines,0
MCO,MEM,Delta Air Lines,0
MCO,MKE,Delta Air Lines,0
MCO,MSP,Delta Air Lines,0
MCO,OMA,Delta Air Lines,0
MCO,ORF,Delta Air Lines,0
MCO,PIT,Delta Air Lines,0
MCO,RDU,Delta Air Lines,0
MCO,SAT,Delta Air Lines,0
MCO,SDF,Delta Air Lines,0
MCO,SLC,Delta Air Lines,0
MDT,DTW,Delta Air Lines,0
MDW,DTW,Delta Air Lines,0
MDW,MSP,Delta Air Lines,0
MEM,AUS,Delta Air Lines,0
MEM,CVG,Delta Air Lines,0
MEM,DEN,Delta Air Lines,0
MEM,DTW,Delta Air Lines,0
MEM,IAH,Delta Air Lines,0
MEM,IND,Delta Air Lines,0
MEM,LAS,Delta Air Lines,0
MEM,LAX,Delta Air Lines,0
MEM,LGA,Delta Air Lines,0
MEM,MCI,Delta Air Lines,0
MEM,MCO,Delta Air Lines,0
MEM,MSP,Delta Air Lines,0
MEM,PIT,Delta Air Lines,0
MEM,RDU,Delta Air Lines,0
MEM,SAT,Delta Air Lines,0
MEM,SLC,Delta Air Lines,0
MFR,SLC,Delta Air Lines,0
MHT,ATL,Delta Air Lines,0
MHT,DTW,Delta Air Lines,0
MHT,LGA,Delta Air Lines,0
MKE,CVG,Delta Air Lines,0
MKE,DTW,Delta Air Lines,0
MKE,LGA,Delta Air Lines,0
MKE,MCO,Delta Air Lines,0
MKE,MSP,Delta Air Lines,0
MLI,DTW,Delta Air Lines,0
MLI,MSP,Delta Air Lines,0
MOT,MSP,Delta Air Lines,0
MQT,DTW,Delta Air Lines,0
MSN,CVG,Delta Air Lines,0
MSN,DCA,Delta Air Lines,0
MSN,DTW,Delta Air Lines,0
MSN,LGA,Delta Air Lines,0
MSN,MSP,Delta Air Lines,0
MSN,SLC,Delta Air Lines,0
MSO,MSP,Delta Air Lines,0
MSO,SLC,Delta Air Lines,0
MSP,ABQ,Delta Air Lines,0
MSP,ABR,Delta Air Lines,0
MSP,ALB,Delta Air Lines,0
MSP,ANC,Delta Air Lines,0
MSP,APN,Delta Air Lines,0
MSP,ATW,Delta Air Lines,0
MSP,AUS,Delta Air Lines,0
MSP,AZO,Delta Air Lines,0
MSP,BDL,Delta Air Lines,0
MSP,BHM,Delta Air Lines,0
MSP,BIL,Delta Air Lines,0
MSP,BIS,Delta Air Lines,0
MSP,BJI,Delta Air Lines,0
MSP,BMI,Delta Air Lines,0
MSP,BNA,Delta Air Lines,0
MSP,BOI,Delta Air Lines,0
MSP,BOS,Delta Air Lines,0
MSP,BRD,Delta Air Lines,0
MSP,BUF,Delta Air Lines,0
MSP,BWI,Delta Air Lines,0
MSP,BZN,Delta Air Lines,0
MSP,CID,Delta Air Lines,0
MSP,CLE,Delta Air Lines,0
MSP,CMH,Delta Air Lines,0
MSP,CVG,Delta Air Lines,0
MSP,CWA,Delta Air Lines,0
MSP,DAY,Delta Air Lines,0
MSP,DEN,Delta Air Lines,0
MSP,DIK,Delta Air Lines,0
MSP,DLH,Delta Air Lines,0
MSP,DSM,Delta Air Lines,0
MSP,DTW,Delta Air Lines,0
MSP,EWR,Delta Air Lines,0
MSP,FAR,Delta Air Lines,0
MSP,FCA,Delta Air Lines,0
MSP,FLL,Delta Air Lines,0
MSP,FNT,Delta Air Lines,0
MSP,FSD,Delta Air Lines,0
MSP,FWA,Delta Air Lines,0
MSP,GEG,Delta Air Lines,0
MSP,GFK,Delta Air Lines,0
MSP,GRB,Delta Air Lines,0
MSP,GRR,Delta Air Lines,0
MSP,GTF,Delta Air Lines,0
MSP,HIB,Delta Air Lines,0
MSP,HLN,Delta Air Lines,0
MSP,IAD,Delta Air Lines,0
MSP,IAH,Delta Air Lines,0
MSP,ICT,Delta Air Lines,0
MSP,IMT,Delta Air Lines,0
MSP,IND,Delta Air Lines,0
MSP,INL,Delta Air Lines,0
MSP,ISN,Delta Air Lines,0
MSP,JAX,Delta Air Lines,0
MSP,JFK,Delta Air Lines,0
MSP,LAN,Delta Air Lines,0
MSP,LAS,Delta Air Lines,0
MSP,LEX,Delta Air Lines,0
MSP,LGA,Delta Air Lines,0
MSP,LNK,Delta Air Lines,0
MSP,LSE,Delta Air Lines,0
MSP,MBS,Delta Air Lines,0
MSP,MCI,Delta Air Lines,0
MSP,MCO,Delta Air Lines,0
MSP,MDW,Delta Air Lines,0
MSP,MEM,Delta Air Lines,0
MSP,MKE,Delta Air Lines,0
MSP,MLI,Delta Air Lines,0
MSP,MOT,Delta Air Lines,0
MSP,MSN,Delta Air Lines,0
MSP,MSO,Delta Air Lines,0
MSP,OKC,Delta Air Lines,0
MSP,OMA,Delta Air Lines,0
MSP,ORF,Delta Air Lines,0
MSP,PDX,Delta Air Lines,0
MSP,PIA,Delta Air Lines,0
MSP,PIT,Delta Air Lines,0
MSP,PSC,Delta Air Lines,0
MSP,PSP,Delta Air Lines,0
MSP,RAP,Delta Air Lines,0
MSP,RDU,Delta Air Lines,0
MSP,RHI,Delta Air Lines,0
MSP,RIC,Delta Air Lines,0
MSP,ROC,Delta Air Lines,0
MSP,RST,Delta Air Lines,0
MSP,RSW,Delta Air Lines,0
MSP,SAT,Delta Air Lines,0
MSP,SBN,Delta Air Lines,0
MSP,SDF,Delta Air Lines,0
MSP,SJC,Delta Air Lines,0
MSP,SLC,Delta Air Lines,0
MSP,SMF,Delta Air Lines,0
MSP,SNA,Delta Air Lines,0
MSP,STL,Delta Air Lines,0
MSP,SYR,Delta Air Lines,0
MSP,TPA,Delta Air Lines,0
MSP,TUL,Delta Air Lines,0
MSP,TUS,Delta Air Lines,0
MSP,TVC,Delta Air Lines,0
MSP,TYS,Delta Air Lines,0
MSP,XNA,Delta Air Lines,0
MSY,CVG,Delta Air Lines,0
MYR,BOS,Delta Air Lines,0
MYR,DTW,Delta Air Lines,0
MYR,LGA,Delta Air Lines,0
OAK,LAX,Delta Air Lines,0
OAK,SLC,Delta Air Lines,0
OKC,DTW,Delta Air Lines,0
OKC,MSP,Delta Air Lines,0
OKC,SLC,Delta Air Lines,0
OMA,DTW,Delta Air Lines,0
OMA,LGA,Delta Air Lines,0
OMA,MCO,Delta Air Lines,0
OMA,MSP,Delta Air Lines,0
OMA,SLC,Delta Air Lines,0
ONT,SLC,Delta Air Lines,0
ORF,DTW,Delta Air Lines,0
ORF,MCO,Delta Air Lines,0
ORF,MSP,Delta Air Lines,0
PBI,DTW,Delta Air Lines,0
PDX,MSP,Delta Air Lines,0
PHL,JFK,Delta Air Lines,0
PIA,DTW,Delta Air Lines,0
PIA,MSP,Delta Air Lines,0
PIH,SLC,Delta Air Lines,0
PIT,CVG,Delta Air Lines,0
PIT,DTW,Delta Air Lines,0
PIT,MCO,Delta Air Lines,0
PIT,MEM,Delta Air Lines,0
PIT,MSP,Delta Air Lines,0
PLN,DTW,Delta Air Lines,0
PSC,MSP,Delta Air Lines,0
PSC,SLC,Delta Air Lines,0
PSP,MSP,Delta Air Lines,0
PSP,SLC,Delta Air Lines,0
PVD,DTW,Delta Air Lines,0
RAP,MSP,Delta Air Lines,0
RAP,SLC,Delta Air Lines,0
RDM,SLC,Delta Air Lines,0
RDU,BDL,Delta Air Lines,0
RDU,BWI,Delta Air Lines,0
RDU,CMH,Delta Air Lines,0
RDU,CVG,Delta Air Lines,0
RDU,DTW,Delta Air Lines,0
RDU,IND,Delta Air Lines,0
RDU,LAS,Delta Air Lines,0
RDU,MCO,Delta Air Lines,0
RDU,MEM,Delta Air Lines,0
RDU,MSP,Delta Air Lines,0
RDU,SLC,Delta Air Lines,0
RDU,TPA,Delta Air Lines,0
RHI,IMT,Delta Air Lines,0
RHI,MSP,Delta Air Lines,0
RIC,CVG,Delta Air Lines,0
RIC,DTW,Delta Air Lines,0
RIC,JFK,Delta Air Lines,0
RIC,MSP,Delta Air Lines,0
RKS,GCC,Delta Air Lines,0
RKS,SLC,Delta Air Lines,0
RNO,SLC,Delta Air Lines,0
ROA,DTW,Delta Air Lines,0
ROC,DTW,Delta Air Lines,0
ROC,LGA,Delta Air Lines,0
ROC,MSP,Delta Air Lines,0
RST,MSP,Delta Air Lines,0
RSW,CMH,Delta Air Lines,0
RSW,CVG,Delta Air Lines,0
RSW,DTW,Delta Air Lines,0
RSW,IND,Delta Air Lines,0
RSW,MSP,Delta Air Lines,0
SAT,DTW,Delta Air Lines,0
SAT,JFK,Delta Air Lines,0
SAT,MCO,Delta Air Lines,0
SAT,MEM,Delta Air Lines,0
SAT,MSP,Delta Air Lines,0
SAT,SLC,Delta Air Lines,0
SAV,DTW,Delta Air Lines,0
SAV,LGA,Delta Air Lines,0
SBN,DTW,Delta Air Lines,0
SBN,MSP,Delta Air Lines,0
SCE,DTW,Delta Air Lines,0
SDF,DTW,Delta Air Lines,0
SDF,JFK,Delta Air Lines,0
SDF,MCO,Delta Air Lines,0
SDF,MSP,Delta Air Lines,0
SEA,DTW,Delta Air Lines,0
SFO,CVG,Delta Air Lines,0
SFO,DTW,Delta Air Lines,0
SFO,MSP,Delta Air Lines,0
SFO,SLC,Delta Air Lines,0
SGU,SLC,Delta Air Lines,0
SJC,ATL,Delta Air Lines,0
SJC,MSP,Delta Air Lines,0
SJC,SLC,Delta Air Lines,0
SLC,ABQ,Delta Air Lines,0
SLC,ANC,Delta Air Lines,0
SLC,AUS,Delta Air Lines,0
SLC,BIL,Delta Air Lines,0
SLC,BNA,Delta Air Lines,0
SLC,BOI,Delta Air Lines,0
SLC,BOS,Delta Air Lines,0
SLC,BTM,Delta Air Lines,0
SLC,BUR,Delta Air Lines,0
SLC,BWI,Delta Air Lines,0
SLC,BZN,Delta Air Lines,0
SLC,CDC,Delta Air Lines,0
SLC,CNY,Delta Air Lines,0
SLC,COD,Delta Air Lines,0
SLC,COS,Delta Air Lines,0
SLC,CPR,Delta Air Lines,0
SLC,DCA,Delta Air Lines,0
SLC,DEN,Delta Air Lines,0
SLC,DTW,Delta Air Lines,0
SLC,EKO,Delta Air Lines,0
SLC,EUG,Delta Air Lines,0
SLC,EWR,Delta Air Lines,0
SLC,FAR,Delta Air Lines,0
SLC,FAT,Delta Air Lines,0
SLC,FCA,Delta Air Lines,0
SLC,GCC,Delta Air Lines,0
SLC,GEG,Delta Air Lines,0
SLC,GJT,Delta Air Lines,0
SLC,GTF,Delta Air Lines,0
SLC,HLN,Delta Air Lines,0
SLC,HNL,Delta Air Lines,0
SLC,IAH,Delta Air Lines,0
SLC,IDA,Delta Air Lines,0
SLC,IND,Delta Air Lines,0
SLC,JAC,Delta Air Lines,0
SLC,LAS,Delta Air Lines,0
SLC,LWS,Delta Air Lines,0
SLC,MCI,Delta Air Lines,0
SLC,MCO,Delta Air Lines,0
SLC,MEM,Delta Air Lines,0
SLC,MFR,Delta Air Lines,0
SLC,MSN,Delta Air Lines,0
SLC,MSO,Delta Air Lines,0
SLC,MSP,Delta Air Lines,0
SLC,OAK,Delta Air Lines,0
SLC,OKC,Delta Air Lines,0
SLC,OMA,Delta Air Lines,0
SLC,ONT,Delta Air Lines,0
SLC,PIH,Delta Air Lines,0
SLC,PSC,Delta Air Lines,0
SLC,PSP,Delta Air Lines,0
SLC,RAP,Delta Air Lines,0
SLC,RDM,Delta Air Lines,0
SLC,RDU,Delta Air Lines,0
SLC,RKS,Delta Air Lines,0
SLC,RNO,Delta Air Lines,0
SLC,SAT,Delta Air Lines,0
SLC,SFO,Delta Air Lines,0
SLC,SGU,Delta Air Lines,0
SLC,SJC,Delta Air Lines,0
SLC,SMF,Delta Air Lines,0
SLC,SNA,Delta Air Lines,0
SLC,STL,Delta Air Lines,0
SLC,TUL,Delta Air Lines,0
SLC,TUS,Delta Air Lines,0
SLC,TWF,Delta Air Lines,0
SLC,VEL,Delta Air Lines,0
SMF,MSP,Delta Air Lines,0
SMF,SLC,Delta Air Lines,0
SNA,MSP,Delta Air Lines,0
SNA,SLC,Delta Air Lines,0
STL,CVG,Delta Air Lines,0
STL,DTW,Delta Air Lines,0
STL,JFK,Delta Air Lines,0
STL,MSP,Delta Air Lines,0
STL,SLC,Delta Air Lines,0
SWF,DTW,Delta Air Lines,0
SYR,DTW,Delta Air Lines,0
SYR,LGA,Delta Air Lines,0
SYR,MSP,Delta Air Lines,0
TPA,CMH,Delta Air Lines,0
TPA,CVG,Delta Air Lines,0
TPA,DTW,Delta Air Lines,0
TPA,IND,Delta Air Lines,0
TPA,LAX,Delta Air Lines,0
TPA,MSP,Delta Air Lines,0
TPA,RDU,Delta Air Lines,0
TUL,DTW,Delta Air Lines,0
TUL,MSP,Delta Air Lines,0
TUL,SLC,Delta Air Lines,0
TUS,MSP,Delta Air Lines,0
TUS,SLC,Delta Air Lines,0
TVC,DTW,Delta Air Lines,0
TVC,MSP,Delta Air Lines,0
TWF,SLC,Delta Air Lines,0
TYS,DTW,Delta Air Lines,0
TYS,MSP,Delta Air Lines,0
VEL,SLC,Delta Air Lines,0
XNA,CVG,Delta Air Lines,0
XNA,DTW,Delta Air Lines,0
XNA,MSP,Delta Air Lines,0
AIA,CDR,Frontier Airlines,0
ALS,DEN,Frontier Airlines,0
ALS,FMN,Frontier Airlines,0
ATL,TTN,Frontier Airlines,0
ATY,PIR,Frontier Airlines,0
AUS,DEN,Frontier Airlines,0
BIS,DEN,Frontier Airlines,0
BKG,DEN,Frontier Airlines,0
BMI,DEN,Frontier Airlines,0
BMI,MCO,Frontier Airlines,0
BNA,DEN,Frontier Airlines,0
BNA,TTN,Frontier Airlines,0
BZN,DEN,Frontier Airlines,0
CDR,DEN,Frontier Airlines,0
CID,DEN,Frontier Airlines,0
CLE,DEN,Frontier Airlines,0
CLE,TTN,Frontier Airlines,0
CLT,TTN,Frontier Airlines,0
CVG,TTN,Frontier Airlines,0
CYS,DEN,Frontier Airlines,0
CYS,WRL,Frontier Airlines,0
DCA,DEN,Frontier Airlines,0
DDC,DEN,Frontier Airlines,0
DDC,LBL,Frontier Airlines,0
DEN,AIA,Frontier Airlines,0
DEN,ALS,Frontier Airlines,0
DEN,AUS,Frontier Airlines,0
DEN,BIS,Frontier Airlines,0
DEN,BKG,Frontier Airlines,0
DEN,BMI,Frontier Airlines,0
DEN,BNA,Frontier Airlines,0
DEN,BZN,Frontier Airlines,0
DEN,CID,Frontier Airlines,0
DEN,CLE,Frontier Airlines,0
DEN,CYS,Frontier Airlines,0
DEN,DCA,Frontier Airlines,0
DEN,DSM,Frontier Airlines,0
DEN,EUG,Frontier Airlines,0
DEN,FAR,Frontier Airlines,0
DEN,FAT,Frontier Airlines,0
DEN,FLL,Frontier Airlines,0
DEN,FMN,Frontier Airlines,0
DEN,FSD,Frontier Airlines,0
DEN,GEG,Frontier Airlines,0
DEN,GSO,Frontier Airlines,0
DEN,IAH,Frontier Airlines,0
DEN,ILG,Frontier Airlines,0
DEN,IND,Frontier Airlines,0
DEN,LAS,Frontier Airlines,0
DEN,LIT,Frontier Airlines,0
DEN,MCI,Frontier Airlines,0
DEN,MCO,Frontier Airlines,0
DEN,MDT,Frontier Airlines,0
DEN,MDW,Frontier Airlines,0
DEN,MKE,Frontier Airlines,0
DEN,MOT,Frontier Airlines,0
DEN,MSN,Frontier Airlines,0
DEN,OKC,Frontier Airlines,0
DEN,OMA,Frontier Airlines,0
DEN,PDX,Frontier Airlines,0
DEN,PHF,Frontier Airlines,0
DEN,PIR,Frontier Airlines,0
DEN,PSP,Frontier Airlines,0
DEN,RSW,Frontier Airlines,0
DEN,SAN,Frontier Airlines,0
DEN,SBA,Frontier Airlines,0
DEN,SFO,Frontier Airlines,0
DEN,SNA,Frontier Airlines,0
DEN,STL,Frontier Airlines,0
DEN,TPA,Frontier Airlines,0
DEN,TYS,Frontier Airlines,0
DSM,DEN,Frontier Airlines,0
DTW,ILG,Frontier Airlines,0
DTW,TTN,Frontier Airlines,0
EUG,DEN,Frontier Airlines,0
FAR,DEN,Frontier Airlines,0
FAT,DEN,Frontier Airlines,0
FLL,DEN,Frontier Airlines,0
FLL,TTN,Frontier Airlines,0
FMN,ALS,Frontier Airlines,0
FMN,DEN,Frontier Airlines,0
FMN,SOW,Frontier Airlines,0
FSD,DEN,Frontier Airlines,0
GEG,DEN,Frontier Airlines,0
GSO,DEN,Frontier Airlines,0
HON,PIR,Frontier Airlines,0
IAH,DEN,Frontier Airlines,0
ILG,DEN,Frontier Airlines,0
ILG,DTW,Frontier Airlines,0
ILG,MCO,Frontier Airlines,0
ILG,MDW,Frontier Airlines,0
ILG,RSW,Frontier Airlines,0
ILG,TPA,Frontier Airlines,0
IND,DEN,Frontier Airlines,0
IND,TTN,Frontier Airlines,0
LAS,DEN,Frontier Airlines,0
LBL,DDC,Frontier Airlines,0
LBL,DEN,Frontier Airlines,0
LIT,DEN,Frontier Airlines,0
MCI,DEN,Frontier Airlines,0
MCO,BMI,Frontier Airlines,0
MCO,DEN,Frontier Airlines,0
MCO,ILG,Frontier Airlines,0
MCO,MDT,Frontier Airlines,0
MCO,TTN,Frontier Airlines,0
MDT,DEN,Frontier Airlines,0
MDT,MCO,Frontier Airlines,0
MDW,DEN,Frontier Airlines,0
MDW,ILG,Frontier Airlines,0
MDW,TTN,Frontier Airlines,0
MKE,DEN,Frontier Airlines,0
MOT,DEN,Frontier Airlines,0
MSN,DEN,Frontier Airlines,0
OKC,DEN,Frontier Airlines,0
OMA,DEN,Frontier Airlines,0
PDX,DEN,Frontier Airlines,0
PGA,DEN,Frontier Airlines,0
PHF,DEN,Frontier Airlines,0
PHX,SOW,Frontier Airlines,0
PIR,ATY,Frontier Airlines,0
PIR,DEN,Frontier Airlines,0
PIR,HON,Frontier Airlines,0
PSP,DEN,Frontier Airlines,0
RDU,TTN,Frontier Airlines,0
RSW,DEN,Frontier Airlines,0
RSW,ILG,Frontier Airlines,0
RSW,TTN,Frontier Airlines,0
SAN,DEN,Frontier Airlines,0
SBA,DEN,Frontier Airlines,0
SFO,DEN,Frontier Airlines,0
SNA,DEN,Frontier Airlines,0
SOW,FMN,Frontier Airlines,0
SOW,PHX,Frontier Airlines,0
STL,DEN,Frontier Airlines,0
TPA,DEN,Frontier Airlines,0
TPA,ILG,Frontier Airlines,0
TPA,TTN,Frontier Airlines,0
TTN,ATL,Frontier Airlines,0
TTN,BNA,Frontier Airlines,0
TTN,CLE,Frontier Airlines,0
TTN,CLT,Frontier Airlines,0
TTN,CVG,Frontier Airlines,0
TTN,DTW,Frontier Airlines,0
TTN,FLL,Frontier Airlines,0
TTN,IND,Frontier Airlines,0
TTN,MCO,Frontier Airlines,0
TTN,MDW,Frontier Airlines,0
TTN,RDU,Frontier Airlines,0
TTN,RSW,Frontier Airlines,0
TTN,TPA,Frontier Airlines,0
TTN,UST,Frontier Airlines,0
TYS,DEN,Frontier Airlines,0
UST,TTN,Frontier Airlines,0
WRL,CYS,Frontier Airlines,0
ABQ,DEN,AirTran Airways,0
ABQ,LAS,AirTran Airways,0
ABQ,MCI,AirTran Airways,0
ABQ,MDW,AirTran Airways,0
ABQ,PDX,AirTran Airways,0
ALB,BWI,AirTran Airways,0
ALB,EWR,AirTran Airways,0
ALB,FLL,AirTran Airways,0
ALB,MDW,AirTran Airways,0
ALB,TPA,AirTran Airways,0
AMA,DAL,AirTran Airways,0
AMA,DEN,AirTran Airways,0
AMA,MDW,AirTran Airways,0
AUS,ELP,AirTran Airways,0
AUS,HRL,AirTran Airways,0
AUS,MDW,AirTran Airways,0
AUS,OAK,AirTran Airways,0
AUS,SJC,AirTran Airways,0
AUS,SMF,AirTran Airways,0
BDL,BWI,AirTran Airways,0
BDL,MDW,AirTran Airways,0
BHM,BWI,AirTran Airways,0
BHM,DAL,AirTran Airways,0
BHM,LAS,AirTran Airways,0
BHM,TPA,AirTran Airways,0
BNA,BWI,AirTran Airways,0
BNA,CHS,AirTran Airways,0
BNA,HOU,AirTran Airways,0
BNA,MDW,AirTran Airways,0
BNA,PIT,AirTran Airways,0
BNA,PVD,AirTran Airways,0
BNA,TPA,AirTran Airways,0
BOI,DEN,AirTran Airways,0
BOS,CAK,AirTran Airways,0
BOS,MDW,AirTran Airways,0
BUF,BWI,AirTran Airways,0
BUF,FLL,AirTran Airways,0
BUF,MDW,AirTran Airways,0
BUR,LAS,AirTran Airways,0
BWI,ABQ,AirTran Airways,0
BWI,ALB,AirTran Airways,0
BWI,AUS,AirTran Airways,0
BWI,BDL,AirTran Airways,0
BWI,BNA,AirTran Airways,0
BWI,BUF,AirTran Airways,0
BWI,CLE,AirTran Airways,0
BWI,CMH,AirTran Airways,0
BWI,DAY,AirTran Airways,0
BWI,DEN,AirTran Airways,0
BWI,FLL,AirTran Airways,0
BWI,FNT,AirTran Airways,0
BWI,IND,AirTran Airways,0
BWI,ISP,AirTran Airways,0
BWI,LAS,AirTran Airways,0
BWI,LAX,AirTran Airways,0
BWI,MCO,AirTran Airways,0
BWI,MDW,AirTran Airways,0
BWI,MEM,AirTran Airways,0
BWI,MHT,AirTran Airways,0
BWI,MSY,AirTran Airways,0
BWI,ORF,AirTran Airways,0
BWI,PIT,AirTran Airways,0
BWI,PVD,AirTran Airways,0
BWI,PWM,AirTran Airways,0
BWI,ROC,AirTran Airways,0
BWI,RSW,AirTran Airways,0
BWI,SAN,AirTran Airways,0
BWI,SAT,AirTran Airways,0
BWI,SDF,AirTran Airways,0
BWI,STL,AirTran Airways,0
BWI,TPA,AirTran Airways,0
CAK,BOS,AirTran Airways,0
CAK,LGA,AirTran Airways,0
CAK,MCO,AirTran Airways,0
CAK,TPA,AirTran Airways,0
CHS,BWI,AirTran Airways,0
CHS,MDW,AirTran Airways,0
CHS,TPA,AirTran Airways,0
CLE,MDW,AirTran Airways,0
CLT,MDW,AirTran Airways,0
CMH,BWI,AirTran Airways,0
CMH,MDW,AirTran Airways,0
CMH,RNO,AirTran Airways,0
CMH,STL,AirTran Airways,0
CRP,LBB,AirTran Airways,0
DAL,AMA,AirTran Airways,0
DAL,AUS,AirTran Airways,0
DAL,BHM,AirTran Airways,0
DAL,HOU,AirTran Airways,0
DAL,LBB,AirTran Airways,0
DAL,LIT,AirTran Airways,0
DAL,MAF,AirTran Airways,0
DAL,MCI,AirTran Airways,0
DAL,MSY,AirTran Airways,0
DAL,OKC,AirTran Airways,0
DAL,SAT,AirTran Airways,0
DAL,SEA,AirTran Airways,0
DAL,SFO,AirTran Airways,0
DAL,SLC,AirTran Airways,0
DAL,STL,AirTran Airways,0
DAY,BWI,AirTran Airways,0
DAY,TPA,AirTran Airways,0
DCA,MKE,AirTran Airways,0
DEN,ABQ,AirTran Airways,0
DEN,AMA,AirTran Airways,0
DEN,BWI,AirTran Airways,0
DEN,CMH,AirTran Airways,0
DEN,ONT,AirTran Airways,0
DEN,ORF,AirTran Airways,0
DEN,SAT,AirTran Airways,0
DEN,SMF,AirTran Airways,0
DEN,TUS,AirTran Airways,0
DSM,MDW,AirTran Airways,0
ELP,PHL,AirTran Airways,0
ELP,SAT,AirTran Airways,0
EWR,BNA,AirTran Airways,0
EWR,MDW,AirTran Airways,0
FLL,BWI,AirTran Airways,0
FLL,HOU,AirTran Airways,0
FLL,MKE,AirTran Airways,0
FLL,MSY,AirTran Airways,0
FNT,BWI,AirTran Airways,0
FNT,MCO,AirTran Airways,0
FNT,TPA,AirTran Airways,0
GRR,STL,AirTran Airways,0
GSP,MDW,AirTran Airways,0
HOU,AUS,AirTran Airways,0
HOU,BWI,AirTran Airways,0
HOU,CHS,AirTran Airways,0
HOU,CLT,AirTran Airways,0
HOU,CRP,AirTran Airways,0
HOU,DAL,AirTran Airways,0
HOU,DEN,AirTran Airways,0
HOU,GSP,AirTran Airways,0
HOU,HRL,AirTran Airways,0
HOU,ISP,AirTran Airways,0
HOU,LAS,AirTran Airways,0
HOU,LAX,AirTran Airways,0
HOU,LIT,AirTran Airways,0
HOU,MCI,AirTran Airways,0
HOU,MCO,AirTran Airways,0
HOU,MDW,AirTran Airways,0
HOU,MSY,AirTran Airways,0
HOU,OKC,AirTran Airways,0
HOU,PHX,AirTran Airways,0
HOU,PVD,AirTran Airways,0
HOU,RDU,AirTran Airways,0
HOU,SAT,AirTran Airways,1
HOU,SNA,AirTran Airways,0
HOU,TPA,AirTran Airways,0
HOU,TUL,AirTran Airways,0
HRL,HOU,AirTran Airways,0
HRL,MAF,AirTran Airways,0
