"Park_Code","Title","Duration","Short_Description","Image_URL","Record_Type"
"sand","The Bluff Trail","","The Bluff Trail is approximately three-quarters of a mile long and runs northwest from the overlook along the bluff overlooking the Big Sandy Creek at roughly the 4,000-foot contour line. Benches and wayside exhibits along the trail allow for moments of peace, solitude, and reflection.","https://www.nps.gov/common/uploads/cropped_image/716638C6-9074-4229-BBAD8576F6B36E96.jpg","Thing To Do"
"sara","Become a Saratoga B.A.R.K. Ranger","","Do you think your pet has what it takes to become an official Saratoga Bark Ranger? Learn about B.A.R.K. principles, complete activities, and check in with the rangers at the Visitor Center to get your four-legged friends certified!","https://www.nps.gov/common/uploads/cropped_image/130FCA55-D976-50F7-3B1A0C8120AB3F2C.jpg","Thing To Do"
"sara","Horseback Riding at Saratoga","","Ride on the historic grounds of the Saratoga Battlefield where in 1777, a large British invasion force met an equally large American army here. Visitors may bring their own horses to the battlefield unit and make use of our 7+ mile (round trip) Horse Trail.","https://www.nps.gov/common/uploads/cropped_image/D4F355E5-0ECE-BF15-5748C2BFF21BF9D9.jpg","Thing To Do"
"sara","Winter Fun at Saratoga","","Learn about fun winter activities as Saratoga National Historical Park!","https://www.nps.gov/common/uploads/cropped_image/BD0366F4-F904-9E94-675B64BA1EBB1341.jpg","Thing To Do"
"scbl","Backcountry Hiking South Bluff","60-180 Minutes","Backcountry hiking on South Bluff is difficult and should only be attempted by experienced hikers. Please check in with the ranger at the visitor center.","https://www.nps.gov/common/uploads/cropped_image/7A43A47E-9456-6EF4-6EE02A52E94ACCE7.jpg","Thing To Do"
"scbl","Oregon Trail Pathway Audio Tour","30","Learn more about how emigrants travelled the emigrant trail through Scotts Bluff National Monument on this 1 mile long (round-trip) hike of the Oregon Trail Pathway. While some sections of the trail are paved, others have a natural surface. Be aware of uneven and slippery surfaces.","https://www.nps.gov/common/uploads/tours/5FD3246A-F782-C328-1FCECD2D2FACB0FD.jpg","Tour"
"scbl","Stamp Your Passport Book","5-10 Minutes","Stamp your ""Passport to Your National Parks"" book in the Scotts Bluff National Monument Visitor Center!","https://www.nps.gov/common/uploads/cropped_image/7E60255D-9DD6-E221-0749ADDD1436DFC6.jpg","Thing To Do"
"scbl","Viewing the William Henry Jackson Collection","20-30 Minutes","A selection of the Scotts Bluff National Monument collection of the works of William Henry Jackson is displayed in the monument visitor center.","https://www.nps.gov/common/uploads/cropped_image/9F2C3F91-0667-FFA2-0B311384EFAC66F4.jpg","Thing To Do"
"seki","Big Stump","","The first resting spot after the park entrance station on Highway 180, this picnic area makes this a perfect stop to get your bearings after the drive from the San Joaquin Valley. From here, you will find the trailhead for the Big Stump Trail, which leads to the Mark Twain Stump via a 2-mile (3.2-km) hike.","https://www.nps.gov/common/uploads/cropped_image/DDB2A2A7-C800-31E7-3C5A832CCEDE5F56.jpg","Thing To Do"
"seki","Big Trees Trail (Accessible Tour)","25","Circle a lush mountain meadow that's surrounded by sequoias on this easy, one-mile level trail. Along the way, learn about the natural history of giant sequoias. Please note: The following tour provides audio descriptions of wayside signs specifically for assisted learning devices. These tours do not have actual audio available to listen to, but they do have detailed descriptions of the information written on waysides.","https://www.nps.gov/common/uploads/tours/1B015949-FA75-17CD-A7BDA6DEC3EF97A4.jpg","Tour"
"seki","Cold Springs Nature Trail","","The Cold Springs Nature Trail is a great option for visitors looking for an easier trail and staying at the Cold Springs Campground. Many of the hikes in the Mineral King area are long and steep. This route is a gentle hike 3 mile (4.8 km) hike with a 500-foot elevation gain and offers a taste of the Mineral King area.","https://www.nps.gov/common/uploads/cropped_image/E2627328-DBB9-B469-B7F74943BD3A28B1.jpg","Thing To Do"
"seki","Crescent Meadow","","The Crescent Meadow Trail is an ideal place for photography and a relaxing walk. Follow the flat, 1.5-mile (2.4-km) loop trail around Crescent Meadow, where bright green vegetation contrasts with the red bark of giant sequoias.","https://www.nps.gov/common/uploads/cropped_image/7CBBB7A6-D0A6-BAEB-4E00D51BDF9EE11C.jpg","Thing To Do"
"seki","Crystal Cave","","A tour through Crystal Cave will give you an inside look at the complex world that lies beneath our feet. Spend time with a guide and learn about the unique geologic features and animal creatures found within the cave.","https://www.nps.gov/common/uploads/cropped_image/21850391-EB93-80CE-404FC533F248309F.jpg","Thing To Do"
"seki","Driving Tour of the KNP Complex Fire","1","Stop at several locations where you can see evidence of the 2021 KNP Complex Fire all around you. Learn more about when the fires started, where they burned most severely, and what affects fire behavior.","https://www.nps.gov/common/uploads/tours/80F113FC-BC50-1CC4-B04EB4BDF1CEE665.jpg","Tour"
"seki","Eagle and Mosquito Lakes","","Both Eagle and Mosquito lakes offer beautiful views of Mineral Kings alpine landscape. Eagle and Mosquito Lakes trails share the same route for the first 2 miles. The trail for both is 10 miles out and back with over 3,000 feet of elevation change.","https://www.nps.gov/common/uploads/cropped_image/E2AE3185-C715-3ADC-ED06E647A892DA32.jpg","Thing To Do"
"seki","Foothills Driving Tour","1","Just inside the entrance to Sequoia National Park is a diverse landscape ruled by the seasons. In winter and spring, rain awakens plants and wildflowers, creating a hiker's paradise of green hills and moderate temperatures. In summer, hot and dry conditions dominate. Hiking trails here follow the Kaweah River and its tributaries.","https://www.nps.gov/common/uploads/tours/1F887C40-C614-B300-E0108BFBA4351719.jpg","Tour"
"seki","General Grant Tree","","The General Grant Trail is an easy, 0.5 mile loop through the Grant Grove of sequoias. The General Grant Tree is not one of the oldest, but it has the advantage of growing in a spot with bright sunlight and plenty of water, so it grew larger quickly. It holds two additional titles: the Nation's Christmas Tree (not the National Christmas Tree, which gets decorated in Washington, D.C.) and the country's only living national shrine.","https://www.nps.gov/common/uploads/cropped_image/DCC8CCF3-B153-81E9-890E486271B3F276.jpeg","Thing To Do"
"seki","Giant Forest Museum Area (Accessible Tour)","30","This seven-stop tour follows paved pathways radiating from the Giant Forest Museum and shares information about giant sequoia trees and air quality in the parks. Please note: The following tour provides audio descriptions of wayside signs specifically for assisted learning devices. These tours do not have actual audio available to listen to, but they do have detailed descriptions of the information written on waysides.","https://www.nps.gov/common/uploads/tours/1FB3B6F6-C6B4-FF8F-B3DF59F951910AC3.jpg","Tour"
"seki","Grant Tree Trail (Accessible Tour)","30","This paved, easy trail leads through a spectacular grove of monarch sequoias to the General Grant Tree, one of the largest trees on Earth. Please note: The following tour provides audio descriptions of wayside signs specifically for assisted learning devices. These tours do not have actual audio available to listen to, but they do have detailed descriptions of the information written on waysides.","https://www.nps.gov/common/uploads/tours/21DFB8CB-9BBE-2294-0BB6D2DC517D3DB3.jpg","Tour"
"seki","Main Sherman Tree Trail (Accessible Tour)","45","Follow this ten-stop tour and learn more about giant sequoias and the General Sherman Tree, the largest giant sequoia in the world. Please note: The following tour provides audio descriptions of wayside signs specifically for assisted learning devices. These tours do not have actual audio available to listen to, but they do have detailed descriptions of the information written on waysides.","https://www.nps.gov/common/uploads/tours/222C1FDD-EC89-BB2D-3DCEA3DD0CE86D05.jpg","Tour"
"seki","Mist Falls","","An 8-mile round-trip walk to this spectacular cascade makes a great all-day walk. The first miles are relatively flat and open; in the last mile the wooded trail gains 600' in elevation. Be careful once there: Mist and spray make the surrounding rocks slippery and treacherous. Too often people have slipped and fallen in here.","https://www.nps.gov/common/uploads/cropped_image/E0D0C405-9D97-99BB-4D68D64CED86E692.jpg","Thing To Do"
"seki","Monarch Lake","","Upper and Lower Monarch Lakes are gorgeous alpine lakes that lie at the base of Sawtooth Peak. You can hike this 10-mile route as a day hike or an as an overnight backpacking trip, but be aware that camping is only allowed several miles into your route. There is an elevation gain of 2,867 feet.","https://www.nps.gov/common/uploads/cropped_image/E311A5AB-FD89-0571-D8AA532F4F3BDF3C.jpg","Thing To Do"
"seki","Moro Rock","30-120 Minutes","A stone and concrete stairway leads to the top of Moro Rock, a granite dome that towers over the Generals Highway. From the top, enjoy sweeping views of the hills below and the wilderness to the east.","https://www.nps.gov/common/uploads/cropped_image/C71D95B2-1DD8-B71B-0B4C06D6095F65FF.jpg","Thing To Do"
"seki","Moro Rock Trail (Accessible Tour)","1","A historic stone and 350-step concrete stairway leads to the top of this granite dome. This hike can be strenuous; take your time as you climb to help adjust to higher elevations. Please note: The following tour provides audio descriptions of wayside signs specifically for assisted learning devices. These tours do not have actual audio available to listen to, but they do have detailed descriptions of the information written on waysides.","https://www.nps.gov/common/uploads/tours/B1A4BD54-98C4-3FE2-A51CF050B6A87972.jpg","Tour"
"seki","Moro Rock/Crescent Meadow Road (Accessible Tour)","1","Travel along Moro Rock / Crescent Meadow Road to see highlights of the Giant Forest. In summer, avoid the need to find parking by riding a free park shuttle. Please note: The following tour provides audio descriptions of wayside signs specifically for assisted learning devices. These tours do not have actual audio available to listen to, but they do have detailed descriptions of the information written on waysides.","https://www.nps.gov/common/uploads/tours/B1499119-FBA4-B7C7-D2049C5DF302B05D.jpg","Tour"
"seki","Panoramic Point","","Look outward from Panoramic Point across hundreds of miles of Kings Canyon National Park and neighboring national forest lands","https://www.nps.gov/common/uploads/cropped_image/DD5521C8-E607-F084-8F32E50F5687DBD8.jpg","Thing To Do"
"seki","Road's End","","Road's End is the last stop in the Cedar Grove area, at the literal end of Highway 180. This area is the jumping off point for many high Sierra hiking trails, but also is an access point for easy trails in the valley.","https://www.nps.gov/common/uploads/cropped_image/E15C3623-F740-C2B6-E00F4DEB375419D6.jpg","Thing To Do"
"seki","Roaring River Falls","","This is a short, paved walk to a cool waterfall (literally and figuratively!) On a hot day, it’s a great place to stop because the powerful falling water creates its own wind! Watch the mist swirl through the treetops as you take a moment to relax and cool off.","https://www.nps.gov/common/uploads/cropped_image/E056BD6B-EBC9-2AA3-EF963F95D790D96E.jpg","Thing To Do"
"seki","Sequoia Historic Entrance Sign","1-15 Minutes","Stop by this historic entrance sign to take pictures and learn about its unique significance to Sequoia National Park.","https://www.nps.gov/common/uploads/cropped_image/A63D4019-F7D4-FCD2-A78F257867FFB950.jpg","Thing To Do"
"seki","The General Sherman Tree","","The General Sherman Tree is a must-see while visiting the Giant Forest. It is the largest tree in the world by volume.","https://www.nps.gov/common/uploads/cropped_image/AAAAB02C-9FF3-9273-210B3A9921941E2F.jpg","Thing To Do"
"seki","Tunnel Log","5-10 Minutes","Since 1935, people have been driving through Tunnel Log. You too can join in on the novelty of driving through a fallen Sequoia.","https://www.nps.gov/common/uploads/cropped_image/7A717ACA-C31D-3C64-A21B200ACBA796D9.jpg","Thing To Do"
"seki","Zumwalt Meadow","","Zumwalt Meadow is one of the park's most iconic, scenic meadows. Explore a 1 - 3 mile trail that begins near the Kings River, crosses a riparian corridor, and then climbs gently along a rocky hillside.","https://www.nps.gov/common/uploads/cropped_image/DF1059CC-B739-D597-5F7F7A43E111C67B.jpg","Thing To Do"
"semo","Lowndes County Driving Guide","2","A driving guide to some of the Historic Civil Rights sites in Lowndes County, Alabama","https://www.nps.gov/common/uploads/tours/D8835B8B-CB0B-8458-DC24E2FBD36E66AB.jpg","Tour"
"shen","A Hike Up Stony Man","60","What makes a mountain? Is it more than just the rocks underfoot? This hike is a 1.6 mile circuit up to the summit of Stony Man Mountain and back down. Classified as ""easy"" Stony Man does have a total ascent of 340 feet. Hikers will tour past features, both natural and historic, and take a closer glimpse at the building blocks that make this mountain. Fascinating geology, everchanging trees and their inhabitants, and remnants of mining and other pre-Park life on this mountain, hikers will leave with the und","https://www.nps.gov/common/uploads/tours/30213BC1-9C76-DEF5-39C3FA5DE34F668E.jpg","Tour"
"shen","Big Meadows Civilian Conservation Corps Camp","30","Shenandoah National Park hosted 11 Civilian Conservation Corps (CCC) Camps between 1933 and 1941. The CCC was a popular New Deal Program designed to put young men and women to work during the Great Depression. One of the camps was established at Big Meadows (mile 51). Take an easy walking tour of the camp and follow in the steps of the men who built Shenandoah. Park at the visitor center, cross Skyline Drive, and then walk to the far right edge of the meadow.","https://www.nps.gov/common/uploads/tours/B26F7359-CAD2-4600-A258CA57530A2F42.jpg","Tour"
"shen","Fox Hollow Trail","45","The Fox family once called this area home. Remnants of their lives and the impact they had on this land are still evident. This hike is a 1.2-mile circuit. It is classified ""easy"" but it does have a gentle incline (310' elevation gain). The tour will introduce you to the Fox family as you pass through a former farm, and by the family cemetery and other evidence of a life before Shenandoah. Join us as we gratefully acknowledge the sacrifice of those who once lived here.","https://www.nps.gov/common/uploads/tours/87CD9929-052F-BABE-E300DA6E5501D660.jpg","Tour"
"shen","Limberlost Accessible Trail","45","Limberlost Trail has provided access to nature since before Shenandoah was a National Park. As an ADA accessible trail, this 1.3-mile circuit leads guests gently through the forest. Surrounded by wildflowers, bird activity, amazing geology, and a dose of history, the Limberlost provides access to hikers of all ages and abilities to witness firsthand the storied past, present, and future of Shenandoah National Park.","https://www.nps.gov/common/uploads/tours/35F4C14E-EC95-40AA-B15817C56D6E9970.jpg","Tour"
"shen","Pinnacles Picnic Grounds","1","Use this tour to locate accessible parking spaces and picnic tables.","https://www.nps.gov/common/uploads/tours/B671BF89-D377-C1CB-CB0D8B7D85B955E7.jpg","Tour"
"shen","Rapidan Camp","1","Nestled deep in a hollow at the headwaters of the Rapidan River in Shenandoah National Park is a little piece of history. Rapidan Camp was the beautiful, rustic getaway of President Herbert Hoover and First Lady Lou Henry Hoover. Experience this serene spot yourself and explore its history through this self-guided tour. The camp is not accessible by private vehicle. Hike in from Milam Gap or join a Ranger Tour.","https://www.nps.gov/common/uploads/tours/B0C35B62-B79F-FE8A-06BF986E7062642B.jpg","Tour"
"shen","Stony Man","1-2 Hours","MILE 41.7 | Pets are not allowed on this hike. This enjoyable hike brings you to an outstanding view of the Shenandoah Valley, Massanutten Mountain, and beyond.","https://www.nps.gov/common/uploads/cropped_image/D79AAFA0-97CB-4765-C8AE1C915FD064C3.jpg","Thing To Do"
"shil","Corinth Auto Tour #1: Pre- and Post-Shiloh","30","Originally called the Cross City, Corinth was a vital transportation hub and a lynchpin of military control in northern Mississippi by 1861. This Corinth Auto Tour #1 explores Corinth prior to the bloody Battle of Shiloh and its aftermath.","https://www.nps.gov/common/uploads/tours/55732032-A62F-4526-A299DB4FEE8300CB.jpg","Tour"
"shil","Corinth Auto Tour #2 - Siege of Corinth","1","The Siege of Corinth took place from April 29 - May 30, 1862. General P.G.T. Beauregard's defeated Army of the Mississippi, having been reinforced by Major General Earl Van Dorn's Army of the West, have dug in and prepare to defend Corinth. At the same time, the Union forces now under command of Major General Henry W. Halleck slowly make their way towards their enemy. General Grant would call Corinth ""the great strategic position [in] the West between the Tennessee and Mississippi rivers.""","https://www.nps.gov/common/uploads/tours/232DE29F-E0C7-EC46-CF03E3C62290CC8B.jpg","Tour"
"shil","Corinth Auto Tour #3 - Engagement at Iuka","1","The Battle of Iuka was fought on September 19, 1862, in Iuka, Mississippi, during the American Civil War. In the opening battle of the Iuka-Corinth Campaign, Union Maj. Gen. William S. Rosecrans stopped the advance of the Confederate Army of the West commanded by Maj. Gen. Sterling Price.","https://www.nps.gov/common/uploads/tours/BBD56D7A-D8CC-F889-121738ACAE5089BD.jpg","Tour"
"shil","Corinth Auto Tour #4 - The Battle of Corinth","2","On October 3 - 4, 1862, Union and Confederate forces fought for control of this important rail crossover.","https://www.nps.gov/common/uploads/tours/639C0BB4-FA9B-2CD1-7932B5F644B61F9A.jpg","Tour"
"shil","Corinth Auto Tour #5 - Davis Bridge and Young's Bridge","1","Davis and Young's Bridge audio driving tour.","https://www.nps.gov/common/uploads/tours/D047D33F-D78D-E275-B5B1246BC86678FC.jpg","Tour"
"shil","Corinth Auto Tour #6 - Occupation of Corinth","2","From May 30, 1862, through January 24, 1864, the Union Army occupied the town of Corinth, Mississippi. The District of Corinth was established by General U.S. Grant in October 1862, which included northeast Mississippi, and portions of Tennessee and Alabama. While occupied, the town of Corinth became a fortified bastion. The average size of the occupation force numbered around 25,000 troops.","https://www.nps.gov/common/uploads/tours/D69A5455-FA7E-6B29-CC2C2E2FE55AC5AB.jpg","Tour"
"shil","Corinth Battlefield Visitor Center","1","The Corinth Battlefield Visitor Center sits near the site of Battery Robinett, scene of some of the most severe fighting in the October 1862 battle. Exhibits in the visitor center include interactive displays and multimedia presentations on the Battle of Shiloh, the Battle of Corinth, and the Corinth Contraband Camp.","https://www.nps.gov/common/uploads/tours/DD5C474D-DF6F-3255-F8DBAFA310838205.jpg","Tour"
"slbe","Empire Bluff Hiking Trail","45","As you make your way to the overlook, reflect on the evolution of this landscape from the pile of glacial sand and boulders, to the dense, rich forest and farmlands, to the favored path to a spectacular view.","https://www.nps.gov/common/uploads/tours/5855BAED-BB99-E3A8-EB26FEAEF71FB0C2.jpg","Tour"
"slbe","Explore Pierce Stocking Scenic Drive","1-4 Hours","Enjoy spectacular views of Glen Lake, undulating sand dunes, and breathtaking views of the grandest of all dunes, with shimmering Lake Michigan as the backdrop. Wind through cool forests of sugar maple and beech trees. Take a moment along the way to enjoy a picnic, take a walk, or just linger in the sunshine.","https://www.nps.gov/common/uploads/cropped_image/EF707C11-F5F0-EE25-2BA5110A61B793F0.jpg","Thing To Do"
"slbe","Glen Haven Village","45","Leave your vehicle behind and stroll the streets of this historic maritime village like steamships captains, lumbermen, and visitors of the past.","https://www.nps.gov/common/uploads/tours/C3300C15-F58D-F3E4-1DFD2F337654B1B5.jpg","Tour"
"slbe","Pierce Stocking Scenic Drive Interpretive Tour","1","The Pierce Stocking Scenic Drive isn't just stunning views and vistas, it also offers glimpses of what has gone before, of the stories the Lakeshore has to tell. Take this driving tour of each stop and the interpretive panels along the Scenic Drive and explore these stories. Note: These stops do require parking and walking to various overlooks.","https://www.nps.gov/common/uploads/tours/1FA4B032-C33D-120A-9776944491422F68.jpg","Tour"
"slbe","Port Oneida Rural Historic District","1","The rolling hills and idyllic landscape of Port Oneida have remained relatively unchanged since the turn of the 20th century. Most of the houses appear much as they did in the last century with only minor changes or “modernization.” Through this well-preserved rural landscape, we can catch glimpses of a rural community’s hard work and struggle to farm the land and provide for and raise their families. These historic properties are being preserved by Lakeshore and its partner Preserve Historic Sleeping Bear.","https://www.nps.gov/common/uploads/tours/1D3BFA74-F4FA-1B23-9BA93236BDF776A3.jpg","Tour"
"slbe","Visit Glen Haven Historic Village","1-4 Hours","Glen Haven is the best-preserved cord wood station on the eastern shore of Lake Michigan, and perhaps in the entire Great Lakes. It was a company town, eventually diversifying into farming, canning of fruit, and tourism. Today, the history of Glen Haven is still preserved within several buildings that you can visit during your trip to Sleeping Bear Dunes. In the summer, these buildings are open to visit and staffed with knowledgeable and friendly volunteers.","https://www.nps.gov/common/uploads/cropped_image/28AE32CD-DE33-54AD-AE6127283993FF93.jpg","Thing To Do"
"stea","Explore the Roundhouse","10-60 Minutes","The combination of a working railroad yard and a world-class railroad museum gives visitors a chance to do more than just step back in time. The Roundhouse has been adaptively rehabilitated to allow Steamtown's mechanics to care for the locomotives with light-duty maintenance and repairs.","https://www.nps.gov/common/uploads/cropped_image/03C65690-E325-B21C-34B9C15D32E58128.jpg","Thing To Do"
"stea","Get Technical","20-60 Minutes","The combination of a working railroad yard and a world-class railroad museum gives visitors a chance to do more than just step back in time. Steamtown's Technology Museum is a visitor favorite, providing an immersive experience into the lights, sounds, and technology of the railroading industry.","https://www.nps.gov/common/uploads/cropped_image/CB10EF4C-A03D-7200-2FD67ED3E7947B4C.jpg","Thing To Do"
"stea","Ride a Train","1-10 Hours","Steamtown's seasonal train rides offer a unique National Park experience. Rail experiences include short 30-minute trips exploring the park’s historic railroad yard.","https://www.nps.gov/common/uploads/cropped_image/CD5D58F1-C955-6481-95E04A2EADB8CDEF.jpg","Thing To Do"
"stge","Historic Ste. Genevieve Walking Tour","30","Take a stroll through historic Ste. Genevieve to learn about the town and the many historic buildings cared for by the National Park Service and our numerous partner organizations. Use caution when following the tour as you cross streets and travel by foot as you explore the park and surrounding community.","https://www.nps.gov/common/uploads/tours/D22E6021-B813-2575-D7D84E093CF70936.jpg","Tour"
"stge","Visit Green Tree Tavern","20-40 Minutes","As the oldest building still standing in Ste. Genevieve, Green Tree Tavern has had a rich history. It has served as a home, a business, and a Masonic Lodge over the years. The grounds are open from dawn to dusk, and the building is open daily for self-guided visits. Join a ranger-led program to learn more about the history of the house and its residents.","https://www.nps.gov/common/uploads/cropped_image/1929F6EF-E491-B069-80158F2BDBF949BD.jpg","Thing To Do"
"stge","Visit the Bauvais-Amoureux House","20-40 Minutes","Built in 1792, the Bauvais-Amoureux House stands as an architectural gem with a rich past. Here, Pélagie Amoureux, a woman who was formerly enslaved, and her husband Benjamin, a Frenchman, raised their family. The grounds are open from dawn to dusk, and the building is open daily for self-guided visits. Join a ranger-led program to learn more about the history of the house and its residents.","https://www.nps.gov/common/uploads/cropped_image/5527BB6A-C7B2-6784-C8C16ACD911BD550.jpg","Thing To Do"
"stge","Visit the Jean Baptiste Vallé House","20-40 Minutes","Built in 1794, the Jean Baptiste Vallé House was home to the last Commandant of Ste. Genevieve. Jean Baptiste Vallé oversaw the transition from colonial town to a part of the United States after the Louisiana Purchase. The grounds are open daily from dawn to dusk. Join a ranger-led program to visit the building's interior and learn more about the history of the house and its residents. ","https://www.nps.gov/common/uploads/cropped_image/5FF8A583-9116-B4A2-C546B15BB257A87F.jpg","Thing To Do"
"stsp","Baltimore Star-Spangled Tour","3","Discover the War of 1812 on the Star-Spangled Banner National Historic Trail — a path tracing troop movements through historic places, inspiring landscapes, charming waterfront towns, and waterways of the Chesapeake Bay region. Along the way, you’ll follow the story of the United States National Anthem and the citizens, soldiers, and leaders who faced British military might on home territory just thirty years after the American Revolution.","https://www.nps.gov/common/uploads/tours/A797842D-DA48-43C0-4A3EC1C1AA3C47C4.jpg","Tour"
"stsp","Multi-Park Loop","","Park your car and stretch your legs! Visit four different National Parks in Washington, DC and begin logging miles on seven different National Historic or National Scenic trails!","https://www.nps.gov/common/uploads/cropped_image/EB3038DE-0A15-2EE3-12C74EDC37AC4A92.jpg","Thing To Do"
"stsp","Paddle the Baltimore Blueway","1-6 Hours","Choose from 30 miles of trails in the Inner Harbor, Outer Harbor, Middle Branch, and Patapsco River. Imagine yourself gliding alongside historic ships, seeing the skyline from the water, and paddling around Fort McHenry. Take a selfie with Mr. Trash Wheel or immerse yourself in nature surrounded by wetlands and wildlife. Nowhere else in the Chesapeake Bay can you find such a diverse range of awe-inspiring paddling experiences within a 3-mile radius.","https://www.nps.gov/common/uploads/cropped_image/D1BDA766-A933-D198-18C454BD3C316132.jpg","Thing To Do"
"stsp","Watch an Artillery Demonstration at Fort Washington Park","15-90 Minutes","Ever wonder how Civil War cannons were fired? Visit the park the first Sunday of every month from May to November to watch the Fort Washington Guard demonstrate and explain the procedures used during the muzzle-loading era of American Artillery. ","https://www.nps.gov/common/uploads/cropped_image/89C4DC4E-1DD8-B71B-0BAC07ED10B9EE3F.jpg","Thing To Do"
"this","Multi-Park Loop","","Park your car and stretch your legs! Visit four different National Parks in Washington, DC and begin logging miles on seven different National Historic or National Scenic trails!","https://www.nps.gov/common/uploads/cropped_image/EB3038DE-0A15-2EE3-12C74EDC37AC4A92.jpg","Thing To Do"
"this","Silver Line - DC Metro","1-2 Days","Step off the Silver Line to take a walk on Theodore Roosevelt Island, or sight see from the steps of the Lincoln Memorial. Each of the parks listed here are 1 mile or less from each metro stop (about a 20 minute walk) or a 10 minute bus ride away.","https://www.nps.gov/common/uploads/cropped_image/4257BC23-1DD8-B71B-0B265988BA263FCF.jpg","Thing To Do"
"thje","A Pantheon for Thomas Jefferson Memorial","15","Learn about the symbolism of the Thomas Jefferson Memorial and its significance on the National Mall. ","https://www.nps.gov/common/uploads/tours/70188799-07BE-60F8-1507F5BE1C922D11.jpg","Tour"
"thro","Caprock Coulee Nature Trail","45","The Caprock Coulee Nature Trail is a 0.8 mile section of the Caprock Coulee Trail. The trail shows the natural and geologic variety of the badlands. It also provides a rare look at a densely wooded area of the park. When you reach the end of the nature trail, turn back for a trip totaling 1.6 miles. Or, if you are prepared for a longer hike, continue on the Caprock Coulee Trail for a hike of 4.1 miles. As you hike, stop at each numbered trail post and read the corresponding text below.","https://www.nps.gov/common/uploads/tours/A454DFE0-A472-68B8-10594B81552DF54E.jpg","Tour"
"thro","Coal Vein: A Guided Nature Trail","30","Take a self-guided stroll through the badlands of Theodore Roosevelt National Park and learn about the constantly changing geology of this unique landscape.","https://www.nps.gov/common/uploads/tours/BD7574FD-0EA0-E9E2-D29798E9EE6782D2.jpg","Tour"
"thro","Elkhorn Ranch Walking Tour","20","While the Elkhorn Cabin no longer stands, foundation stones indicate where the structure, built of the local cottonwood, was once located. As you walk the half mile trail to where Theodore Roosvelt once sat on his porch watching the sun set over the badlands, learn about Roosevelt's time as a rancher, what his Elkhorn Ranch meant to him, and how his time here shaped the man he would become.","https://www.nps.gov/common/uploads/tours/0FE51E4A-C552-AD1F-DC4578BD2307C7C7.jpg","Tour"
"thro","North Unit Scenic Drive Tour","1","This self-guided audio tour takes you on the scenic road through the North Unit of Theodore Roosevelt National Park","https://www.nps.gov/common/uploads/tours/619BD2AB-FD9B-12D6-DD9DF6DCCFABB376.jpg","Tour"
"thro","Painted Canyon Rim Tour","10","This is a short walking tour that takes you around the rim overlooking Painted Canyon and introduces you the area. Take in the views at this stunning overlook and learn about the environment and geologic history that shape this place.","https://www.nps.gov/common/uploads/tours/C7DE1BAE-A3E1-E49E-CF692135F44570E7.jpg","Tour"
"thst","Tour the Thomas Stone House","30-45 Minutes","Join a ranger for a 30 minute guided tour of the Thomas Stone House to explore Thomas Stone's life as a planter, a lawyer, a politician, and a signer of the Declaration of Independence.","https://www.nps.gov/common/uploads/cropped_image/243C4B2C-E374-C4A1-6E2DCF7ED374655A.jpg","Thing To Do"
"tica","Along the Way - For Kids!","90","A digital self guided tour of the Timpanogos Cave hiking trail. This is a walking-only trail. Plan on 1-2 hours to complete the hike up and make your way back down.","https://www.nps.gov/common/uploads/tours/FA811B99-EC95-9D7D-256C2E4C68AB12D7.jpg","Tour"
"tica","Cave Tour","3-4 Hours","Join a ranger for a 55-minute cave tour through the Timpanogos Cave system. Enjoy the cool, damp, air, marvel at the delicate, colorful, formations and learn about the million-year process that has created these unique caverns. ","https://www.nps.gov/common/uploads/cropped_image/E1FAF71A-ED1F-0B74-8AC18D9EF1E36760.jpg","Thing To Do"
"timu","Cedar Point Audio Tour","60","Explore the landscapes, trails, and history of the Cedar Point property within Timucuan Preserve.","https://www.nps.gov/common/uploads/tours/5B46A5F9-B541-E66C-1939F07CD27E4C9A.jpg","Tour"
"timu","Fort Caroline Audio Tour","45","What does a failed colony mean to us today? What lessons can we learn from those escaping religious persecution? These questions are more will be discussed as you learn the story of the Fort de la Caroline.","https://www.nps.gov/common/uploads/tours/93EDA8CE-BF91-F56A-06A0C71A6F027676.jpg","Tour"
"timu","Kingsley Plantation Audio Tour","60","The Lion's Storyteller","https://www.nps.gov/common/uploads/tours/60E08BA0-F265-412A-4C71EBD05D640CCF.jpg","Tour"
"tont","Hike to the Lower Cliff Dwelling","60","This hike is one mile round trip with 350 feet of elevation change. Along the way, you will experience scenic views of the Tonto Basin and Roosevelt Lake. Waysides are placed along the path to give you more information on the people who lived here and the natural world. The hike will culminate at the Lower Cliff Dwelling where you can explore a number of rooms before you return upon the same path.","https://www.nps.gov/common/uploads/tours/5CEE5155-C1E8-6182-81147BC1F7D323C7.jpg","Tour"
"tule","Museum full tour","60","The nearby Tulelake-Butte Valley Fairgrounds Museum of local history displays a variety of exhibits which include Modoc history, agricultural history, homesteading and settlement of the Tulelake Basin area, the history of Japanese American incarceration at the nearby segregation center, and a variety of other topics. The Tulelake-Butte Valley Fairgrounds museum is open Monday - Friday 9:30 am - 4:30 PM. We recommend calling the fairgrounds to confirm their hours before your visit at 530-667-5312.","https://www.nps.gov/common/uploads/tours/5419D19B-C766-E428-BCF377EE15FF7507.jpg","Tour"
